Municipio,Año,TempMax °C,TempMed °C
Pisba,2014,34.41,"27,64"
Pisba,2015,36.47,"27,41"
Pisba,2016,37.21,"27,30"
Pisba,2017,32.69,"27,11"
Pisba,2018,34.15,"26,44"
Pisba,2019,38.79,"27,04"
Pisba,2020,35.93,"28,86"
Pisba,2021,32.77,"27,87"
Puerto Boyacá,2001,45.99,"33,09"
Puerto Boyacá,2002,40.61,"31,48"
Puerto Boyacá,2003,40.05,"31,33"
Puerto Boyacá,2004,40.05,"31,76"
Puerto Boyacá,2005,41.03,"31,68"
Puerto Boyacá,2006,41.05,"31,67"
Puerto Boyacá,2007,42.57,"31,31"
Puerto Boyacá,2008,36.77,"30,57"
Puerto Boyacá,2009,38.59,"31,32"
Puerto Boyacá,2010,39.21,"31,47"
Puerto Boyacá,2011,40.35,"30,89"
Puerto Boyacá,2012,40.83,"31,25"
Puerto Boyacá,2013,38.33,"31,09"
Puerto Boyacá,2014,44.55,"31,62"
Puerto Boyacá,2015,42.99,"32,87"
Puerto Boyacá,2016,42.77,"31,53"
Puerto Boyacá,2017,36.77,"30,33"
Puerto Boyacá,2018,41.89,"27,68"
Puerto Boyacá,2019,41.01,"30,99"
Puerto Boyacá,2020,41.07,"27,34"
Puerto Boyacá,2021,35.93,"31,29"
Quípama,2001,37.23,"28,00"
Quípama,2002,36.25,"28,31"
Quípama,2003,33.33,"28,15"
Quípama,2004,33.33,"28,32"
Quípama,2005,33.21,"27,63"
Quípama,2006,33.69,"27,86"
Quípama,2007,33.95,"27,37"
Quípama,2008,31.03,"26,70"
Quípama,2009,32.11,"27,52"
Quípama,2010,33.05,"27,91"
Quípama,2011,31.61,"27,05"
Quípama,2012,34.47,"27,53"
Quípama,2013,33.33,"27,67"
Quípama,2014,36.75,"27,28"
Quípama,2015,36.17,"28,49"
Quípama,2016,32.83,"28,00"
Quípama,2017,31.65,"27,03"
Quípama,2018,33.95,"30,69"
Quípama,2019,34.93,"27,29"
Quípama,2020,34.81,"30,81"
Quípama,2021,32.29,"26,64"
Ramiriquí,2001,37.71,"27,79"
Ramiriquí,2002,36.73,"26,99"
Ramiriquí,2003,36.09,"26,37"
Ramiriquí,2004,36.09,"27,12"
Ramiriquí,2005,38.11,"26,07"
Ramiriquí,2006,35.07,"25,75"
Ramiriquí,2007,36.79,"26,44"
Ramiriquí,2008,32.99,"25,36"
Ramiriquí,2009,33.39,"26,24"
Ramiriquí,2010,37.31,"27,59"
Ramiriquí,2011,32.67,"24,06"
Ramiriquí,2012,31.67,"24,54"
Ramiriquí,2013,35.63,"25,60"
Ramiriquí,2014,34.73,"26,21"
Ramiriquí,2015,36.77,"26,13"
Ramiriquí,2016,40.21,"27,07"
Ramiriquí,2017,34.91,"25,90"
Ramiriquí,2018,34.11,"28,35"
Ramiriquí,2019,35.79,"25,49"
Ramiriquí,2020,35.83,"27,84"
Ramiriquí,2021,32.59,"27,08"
Ráquira,2001,39.49,"31,20"
Ráquira,2002,41.89,"31,25"
Ráquira,2003,37.89,"30,11"
Ráquira,2004,37.89,"29,60"
Ráquira,2005,38.77,"29,45"
Ráquira,2006,38.77,"28,75"
Ráquira,2007,36.11,"28,98"
Ráquira,2008,35.59,"26,99"
Ráquira,2009,37.89,"28,83"
Ráquira,2010,37.53,"28,49"
Ráquira,2011,36.79,"26,33"
Ráquira,2012,37.39,"28,52"
Ráquira,2013,38.33,"28,87"
Ráquira,2014,39.29,"28,82"
Ráquira,2015,40.25,"30,28"
Ráquira,2016,40.55,"29,90"
Ráquira,2017,36.81,"27,42"
Ráquira,2018,37.81,"26,96"
Ráquira,2019,36.71,"29,47"
Ráquira,2020,37.91,"26,95"
Ráquira,2021,35.07,"29,67"
Rondón,2001,32.65,"24,99"
Rondón,2002,31.81,"24,97"
Rondón,2003,31.43,"25,39"
Rondón,2004,31.43,"25,54"
Rondón,2005,31.79,"23,96"
Rondón,2006,30.65,"25,07"
Rondón,2007,33.99,"25,68"
Rondón,2008,30.63,"24,49"
Rondón,2009,30.93,"24,86"
Rondón,2010,33.03,"25,82"
Rondón,2011,29.63,"23,18"
Rondón,2012,29.17,"23,90"
Rondón,2013,30.49,"24,31"
Rondón,2014,31.09,"24,63"
Rondón,2015,33.63,"24,68"
Rondón,2016,32.97,"24,52"
Rondón,2017,29.69,"24,35"
Rondón,2018,30.69,"24,80"
Rondón,2019,33.35,"24,89"
Rondón,2020,32.29,"25,89"
Rondón,2021,29.53,"25,23"
Saboyá,2001,34.51,"25,40"
Saboyá,2002,36.27,"25,33"
Saboyá,2003,35.73,"25,11"
Saboyá,2004,35.73,"25,49"
Saboyá,2005,34.07,"24,22"
Saboyá,2006,34.29,"24,62"
Saboyá,2007,35.15,"23,85"
Saboyá,2008,28.83,"22,58"
Saboyá,2009,30.63,"23,83"
Saboyá,2010,33.15,"24,83"
Saboyá,2011,30.71,"22,75"
Saboyá,2012,31.83,"23,87"
Saboyá,2013,33.25,"24,05"
Saboyá,2014,32.03,"23,50"
Saboyá,2015,36.81,"25,85"
Saboyá,2016,38.57,"25,28"
Saboyá,2017,31.51,"23,63"
Saboyá,2018,30.93,"29,45"
Saboyá,2019,32.55,"24,36"
Saboyá,2020,33.89,"29,84"
Saboyá,2021,28.81,"23,81"
Sáchica,2001,41.11,"32,35"
Sáchica,2002,42.91,"32,84"
Sáchica,2003,41.55,"31,22"
Sáchica,2004,41.55,"30,47"
Sáchica,2005,39.97,"30,18"
Sáchica,2006,38.47,"29,99"
Sáchica,2007,37.15,"29,97"
Sáchica,2008,38.77,"28,58"
Sáchica,2009,39.53,"30,27"
Sáchica,2010,41.03,"29,39"
Sáchica,2011,37.51,"27,39"
Sáchica,2012,38.71,"29,72"
Sáchica,2013,41.15,"29,84"
Sáchica,2014,40.71,"29,90"
Sáchica,2015,41.29,"31,00"
Sáchica,2016,41.47,"31,51"
Sáchica,2017,38.47,"29,00"
Sáchica,2018,38.47,"23,87"
Sáchica,2019,37.75,"30,31"
Sáchica,2020,37.89,"24,42"
Sáchica,2021,36.81,"31,18"
Samacá,2001,37.59,"27,61"
Samacá,2002,38.87,"27,84"
Samacá,2003,35.85,"26,64"
Samacá,2004,35.85,"26,31"
Samacá,2005,36.73,"26,02"
Samacá,2006,33.73,"24,69"
Samacá,2007,35.33,"26,39"
Samacá,2008,32.33,"24,65"
Samacá,2009,33.85,"26,17"
Samacá,2010,36.51,"25,96"
Samacá,2011,31.69,"23,22"
Samacá,2012,32.85,"25,52"
Samacá,2013,34.73,"25,40"
Samacá,2014,36.15,"25,36"
Samacá,2015,36.67,"26,91"
Samacá,2016,39.73,"26,83"
Samacá,2017,34.15,"25,46"
Samacá,2018,32.71,"23,17"
Samacá,2019,33.01,"25,30"
Samacá,2020,33.73,"24,17"
Samacá,2021,32.97,"26,05"
San Eduardo,2001,34.27,"27,11"
San Eduardo,2002,33.65,"27,13"
San Eduardo,2003,32.77,"26,79"
San Eduardo,2004,32.77,"26,74"
San Eduardo,2005,34.71,"26,49"
San Eduardo,2006,31.23,"26,47"
San Eduardo,2007,35.11,"26,48"
San Eduardo,2008,33.93,"26,49"
San Eduardo,2009,30.71,"26,81"
San Eduardo,2010,34.75,"28,24"
San Eduardo,2011,31.45,"25,82"
San Eduardo,2012,32.69,"26,64"
San Eduardo,2013,32.41,"25,91"
San Eduardo,2014,33.15,"26,36"
San Eduardo,2015,34.17,"26,53"
San Eduardo,2016,34.73,"26,39"
San Eduardo,2017,29.97,"25,89"
San Eduardo,2018,30.75,"24,72"
San Eduardo,2019,35.73,"27,14"
San Eduardo,2020,36.21,"26,56"
San Eduardo,2021,31.77,"27,61"
San José de Pare,2001,34.23,"28,49"
San José de Pare,2002,35.97,"28,40"
San José de Pare,2003,36.05,"28,29"
San José de Pare,2004,36.05,"28,66"
San José de Pare,2005,37.75,"27,86"
San José de Pare,2006,36.35,"28,23"
San José de Pare,2007,33.79,"27,85"
San José de Pare,2008,33.05,"27,52"
San José de Pare,2009,32.01,"27,94"
San José de Pare,2010,35.65,"28,29"
San José de Pare,2011,32.73,"27,35"
San José de Pare,2012,33.15,"27,93"
San José de Pare,2013,36.01,"28,27"
San José de Pare,2014,36.93,"28,38"
San José de Pare,2015,38.67,"28,69"
San José de Pare,2016,37.97,"28,16"
San José de Pare,2017,34.65,"27,37"
San José de Pare,2018,36.57,"26,65"
San José de Pare,2019,34.21,"27,61"
San José de Pare,2020,38.43,"27,28"
San José de Pare,2021,33.91,"29,13"
San Luis de Gaceno,2001,40.93,"30,81"
San Luis de Gaceno,2002,40.01,"30,11"
San Luis de Gaceno,2003,39.49,"31,29"
San Luis de Gaceno,2004,39.49,"31,13"
San Luis de Gaceno,2005,36.21,"30,22"
San Luis de Gaceno,2006,37.15,"30,45"
San Luis de Gaceno,2007,44.25,"31,23"
San Luis de Gaceno,2008,39.81,"30,70"
San Luis de Gaceno,2009,36.91,"30,82"
San Luis de Gaceno,2010,41.93,"31,80"
San Luis de Gaceno,2011,38.31,"29,90"
San Luis de Gaceno,2012,38.03,"31,31"
San Luis de Gaceno,2013,40.17,"31,18"
San Luis de Gaceno,2014,38.77,"31,98"
San Luis de Gaceno,2015,38.61,"30,64"
San Luis de Gaceno,2016,41.43,"30,36"
San Luis de Gaceno,2017,35.13,"30,25"
San Luis de Gaceno,2018,37.07,"27,50"
San Luis de Gaceno,2019,42.35,"30,93"
San Luis de Gaceno,2020,39.65,"28,37"
San Luis de Gaceno,2021,37.11,"31,29"
San Mateo,2001,41.43,"32,79"
San Mateo,2002,41.69,"32,32"
San Mateo,2003,41.67,"30,66"
San Mateo,2004,41.67,"30,40"
San Mateo,2005,42.21,"30,76"
San Mateo,2006,40.73,"30,71"
San Mateo,2007,39.29,"30,30"
San Mateo,2008,42.43,"30,00"
San Mateo,2009,40.03,"31,72"
San Mateo,2010,41.97,"29,63"
San Mateo,2011,36.79,"27,71"
San Mateo,2012,38.57,"30,83"
San Mateo,2013,41.47,"30,84"
San Mateo,2014,40.95,"31,11"
San Mateo,2015,41.47,"33,22"
San Mateo,2016,43.17,"32,01"
San Mateo,2017,39.89,"29,69"
San Mateo,2018,38.41,"30,72"
San Mateo,2019,39.23,"30,52"
San Mateo,2020,41.57,"30,91"
San Mateo,2021,38.75,"31,65"
San Miguel de Sema,2001,32.73,"25,63"
San Miguel de Sema,2002,34.67,"24,09"
San Miguel de Sema,2003,31.91,"23,99"
San Miguel de Sema,2004,31.91,"24,10"
San Miguel de Sema,2005,31.37,"23,97"
San Miguel de Sema,2006,38.27,"23,67"
San Miguel de Sema,2007,33.47,"24,16"
San Miguel de Sema,2008,28.83,"22,29"
San Miguel de Sema,2009,29.65,"24,03"
San Miguel de Sema,2010,34.69,"25,57"
San Miguel de Sema,2011,35.95,"23,06"
San Miguel de Sema,2012,36.95,"24,06"
San Miguel de Sema,2013,33.87,"24,91"
San Miguel de Sema,2014,33.51,"23,71"
San Miguel de Sema,2015,39.03,"24,78"
San Miguel de Sema,2016,38.03,"25,51"
San Miguel de Sema,2017,30.63,"23,57"
San Miguel de Sema,2018,30.45,"29,49"
San Miguel de Sema,2019,30.25,"24,11"
San Miguel de Sema,2020,34.95,"31,34"
San Miguel de Sema,2021,28.57,"25,19"
San Pablo de Borbur,2001,34.51,"28,76"
San Pablo de Borbur,2002,36.21,"28,72"
San Pablo de Borbur,2003,34.45,"27,97"
San Pablo de Borbur,2004,34.45,"28,00"
San Pablo de Borbur,2005,33.15,"27,47"
San Pablo de Borbur,2006,34.73,"28,18"
San Pablo de Borbur,2007,34.59,"27,48"
San Pablo de Borbur,2008,30.81,"26,79"
San Pablo de Borbur,2009,36.17,"28,10"
San Pablo de Borbur,2010,32.91,"27,72"
San Pablo de Borbur,2011,31.65,"26,88"
San Pablo de Borbur,2012,34.85,"27,51"
San Pablo de Borbur,2013,33.47,"27,44"
San Pablo de Borbur,2014,35.17,"27,62"
San Pablo de Borbur,2015,35.47,"28,73"
San Pablo de Borbur,2016,35.73,"27,86"
San Pablo de Borbur,2017,31.83,"26,65"
San Pablo de Borbur,2018,34.55,"23,51"
San Pablo de Borbur,2019,33.37,"27,59"
San Pablo de Borbur,2020,35.65,"26,94"
San Pablo de Borbur,2021,33.17,"27,06"
Santa Mará,2001,38.75,"29,69"
Santa Mará,2002,36.25,"28,97"
Santa Mará,2003,37.01,"30,19"
Santa Mará,2004,37.01,"29,96"
Santa Mará,2005,33.73,"28,85"
Santa Mará,2006,33.81,"29,33"
Santa Mará,2007,40.39,"29,60"
Santa Mará,2008,36.83,"29,41"
Santa Mará,2009,33.37,"29,66"
Santa Mará,2010,39.15,"30,50"
Santa Mará,2011,34.39,"28,99"
Santa Mará,2012,36.33,"29,50"
Santa Mará,2013,34.33,"29,40"
Santa Mará,2014,35.61,"30,67"
Santa Mará,2015,34.41,"29,40"
Santa Mará,2016,37.91,"29,21"
Santa Mará,2017,33.85,"29,13"
Santa Mará,2018,33.77,"26,73"
Santa Mará,2019,39.47,"29,63"
Santa Mará,2020,38.83,"29,75"
Santa Mará,2021,34.19,"30,09"
Santa Rosa de Viterbo,2001,37.09,"28,21"
Santa Rosa de Viterbo,2002,39.03,"28,15"
Santa Rosa de Viterbo,2003,37.97,"26,72"
Santa Rosa de Viterbo,2004,37.97,"26,94"
Santa Rosa de Viterbo,2005,35.31,"26,83"
Santa Rosa de Viterbo,2006,34.73,"24,87"
Santa Rosa de Viterbo,2007,35.93,"25,84"
Santa Rosa de Viterbo,2008,34.43,"26,07"
Santa Rosa de Viterbo,2009,33.67,"27,03"
Santa Rosa de Viterbo,2010,36.29,"26,67"
Santa Rosa de Viterbo,2011,30.97,"24,08"
Santa Rosa de Viterbo,2012,33.23,"25,98"
Santa Rosa de Viterbo,2013,34.85,"26,52"
Santa Rosa de Viterbo,2014,36.27,"27,13"
Santa Rosa de Viterbo,2015,36.27,"28,25"
Santa Rosa de Viterbo,2016,39.95,"27,69"
Santa Rosa de Viterbo,2017,34.01,"25,43"
Santa Rosa de Viterbo,2018,35.67,"29,11"
Santa Rosa de Viterbo,2019,33.93,"26,35"
Santa Rosa de Viterbo,2020,35.11,"27,45"
Santa Rosa de Viterbo,2021,34.35,"27,81"
Santa Sofá,2001,38.21,"29,73"
Santa Sofá,2002,40.37,"29,12"
Santa Sofá,2003,40.27,"28,95"
Santa Sofá,2004,40.27,"28,73"
Santa Sofá,2005,37.75,"28,19"
Santa Sofá,2006,35.91,"27,11"
Santa Sofá,2007,34.89,"27,81"
Santa Sofá,2008,36.41,"26,11"
Santa Sofá,2009,36.77,"28,20"
Santa Sofá,2010,36.63,"27,98"
Santa Sofá,2011,33.71,"26,00"
Santa Sofá,2012,39.33,"28,19"
Santa Sofá,2013,38.11,"27,63"
Santa Sofá,2014,37.07,"28,13"
Santa Sofá,2015,40.71,"30,44"
Santa Sofá,2016,43.53,"29,97"
Santa Sofá,2017,34.57,"26,77"
Santa Sofá,2018,35.33,"25,48"
Santa Sofá,2019,35.21,"27,27"
Santa Sofá,2020,37.55,"28,66"
Santa Sofá,2021,32.13,"27,95"
Santana,2001,35.93,"28,42"
Santana,2002,35.97,"28,41"
Santana,2003,36.99,"28,33"
Santana,2004,36.99,"28,49"
Santana,2005,38.55,"27,92"
Santana,2006,36.25,"28,24"
Santana,2007,33.59,"28,00"
Santana,2008,33.99,"27,71"
Santana,2009,32.89,"27,75"
Santana,2010,34.39,"28,20"
Santana,2011,32.17,"27,34"
Santana,2012,32.71,"27,83"
Santana,2013,34.61,"28,32"
Santana,2014,36.61,"28,45"
Santana,2015,35.43,"28,67"
Santana,2016,38.37,"28,00"
Santana,2017,34.87,"27,52"
Santana,2018,37.07,"26,57"
Santana,2019,34.53,"27,83"
Santana,2020,38.63,"28,21"
Santana,2021,33.41,"28,86"
Sativanorte,2001,44.63,"33,90"
Sativanorte,2002,45.55,"35,56"
Sativanorte,2003,43.69,"33,00"
Sativanorte,2004,43.69,"32,49"
Sativanorte,2005,43.41,"32,41"
Sativanorte,2006,43.07,"32,68"
Sativanorte,2007,43.21,"33,53"
Sativanorte,2008,41.87,"32,23"
Sativanorte,2009,42.95,"32,85"
Sativanorte,2010,45.05,"31,58"
Sativanorte,2011,42.69,"29,95"
Sativanorte,2012,43.33,"33,56"
Sativanorte,2013,43.83,"33,25"
Sativanorte,2014,45.17,"31,36"
Sativanorte,2015,45.21,"34,23"
Sativanorte,2016,44.81,"33,31"
Sativanorte,2017,41.35,"31,86"
Sativanorte,2018,41.75,"27,63"
Sativanorte,2019,40.99,"30,60"
Sativanorte,2020,43.09,"33,44"
Sativanorte,2021,42.63,"32,63"
Sativasur,2001,42.03,"30,89"
Sativasur,2002,43.47,"31,37"
Sativasur,2003,42.41,"29,87"
Sativasur,2004,42.41,"29,47"
Sativasur,2005,42.85,"29,95"
Sativasur,2006,40.91,"28,40"
Sativasur,2007,40.23,"30,43"
Sativasur,2008,38.13,"28,86"
Sativasur,2009,39.45,"29,10"
Sativasur,2010,40.73,"28,59"
Sativasur,2011,36.95,"25,68"
Sativasur,2012,38.81,"29,86"
Sativasur,2013,41.25,"30,29"
Sativasur,2014,41.31,"29,62"
Sativasur,2015,41.97,"30,82"
Sativasur,2016,42.15,"30,77"
Sativasur,2017,37.33,"28,23"
Sativasur,2018,38.09,"31,43"
Sativasur,2019,38.39,"27,77"
Sativasur,2020,39.17,"29,31"
Sativasur,2021,37.81,"29,29"
Siachoque,2001,39.83,"29,44"
Siachoque,2002,41.77,"29,89"
Siachoque,2003,38.23,"27,87"
Siachoque,2004,38.23,"26,90"
Siachoque,2005,41.57,"27,52"
Siachoque,2006,34.25,"25,32"
Siachoque,2007,40.05,"26,91"
Siachoque,2008,37.15,"25,03"
Siachoque,2009,37.13,"25,89"
Siachoque,2010,40.79,"28,99"
Siachoque,2011,34.61,"23,48"
Siachoque,2012,35.11,"25,77"
Siachoque,2013,39.65,"28,27"
Siachoque,2014,39.85,"28,09"
Siachoque,2015,40.47,"29,59"
Siachoque,2016,44.57,"26,75"
Siachoque,2017,37.41,"24,89"
Siachoque,2018,41.39,"28,49"
Siachoque,2019,39.17,"25,63"
Siachoque,2020,40.41,"28,62"
Siachoque,2021,34.93,"28,99"
Soatá,2001,44.61,"35,69"
Soatá,2002,44.93,"35,52"
Soatá,2003,44.19,"33,62"
Soatá,2004,44.19,"32,61"
Soatá,2005,45.15,"33,64"
Soatá,2006,42.97,"31,87"
Soatá,2007,43.53,"33,20"
Soatá,2008,43.25,"31,22"
Soatá,2009,43.13,"33,47"
Soatá,2010,46.23,"31,60"
Soatá,2011,42.07,"29,69"
Soatá,2012,41.49,"31,89"
Soatá,2013,42.63,"32,49"
Soatá,2014,43.91,"33,00"
Soatá,2015,44.45,"35,42"
Soatá,2016,44.77,"34,24"
Soatá,2017,42.45,"31,91"
Soatá,2018,43.43,"25,97"
Soatá,2019,41.75,"31,22"
Soatá,2020,42.51,"32,35"
Soatá,2021,40.95,"33,23"
Socha,2001,41.65,"30,60"
Socha,2002,42.07,"31,40"
Socha,2003,40.97,"29,27"
Socha,2004,40.97,"29,55"
Socha,2005,42.57,"30,28"
Socha,2006,40.25,"28,84"
Socha,2007,39.21,"30,37"
Socha,2008,37.99,"28,88"
Socha,2009,39.03,"29,18"
Socha,2010,39.61,"28,52"
Socha,2011,36.67,"25,80"
Socha,2012,39.15,"29,31"
Socha,2013,38.85,"30,14"
Socha,2014,40.57,"29,17"
Socha,2015,41.77,"30,47"
Socha,2016,41.17,"30,85"
Socha,2017,38.19,"28,10"
Socha,2018,38.17,"31,37"
Socha,2019,38.27,"28,29"
Socha,2020,37.85,"28,75"
Socha,2021,37.51,"29,69"
Socotá,2001,41.01,"30,72"
Socotá,2002,42.15,"30,85"
Socotá,2003,41.25,"30,52"
Socotá,2004,41.25,"29,56"
Socotá,2005,41.95,"30,11"
Socotá,2006,40.41,"29,04"
Socotá,2007,39.69,"30,47"
Socotá,2008,38.45,"28,79"
Socotá,2009,39.03,"29,72"
Socotá,2010,41.75,"28,54"
Socotá,2011,36.47,"25,95"
Socotá,2012,38.83,"29,96"
Socotá,2013,41.79,"30,41"
Socotá,2014,41.09,"29,31"
Socotá,2015,41.41,"30,54"
Socotá,2016,41.89,"31,28"
Socotá,2017,37.15,"28,70"
Socotá,2018,37.97,"28,64"
Socotá,2019,37.59,"28,75"
Socotá,2020,38.91,"30,27"
Socotá,2021,37.39,"30,59"
Sogamoso,2001,42.89,"32,21"
Sogamoso,2002,40.87,"32,64"
Sogamoso,2003,41.57,"29,64"
Sogamoso,2004,41.57,"30,77"
Sogamoso,2005,38.37,"29,85"
Sogamoso,2006,37.67,"29,01"
Sogamoso,2007,38.87,"30,12"
Sogamoso,2008,38.55,"29,71"
Sogamoso,2009,37.79,"30,30"
Sogamoso,2010,40.13,"29,51"
Sogamoso,2011,36.51,"27,74"
Sogamoso,2012,36.61,"29,67"
Sogamoso,2013,38.85,"30,91"
Sogamoso,2014,39.75,"30,80"
Sogamoso,2015,40.25,"31,42"
Sogamoso,2016,41.89,"30,96"
Sogamoso,2017,36.71,"28,56"
Sogamoso,2018,38.53,"28,75"
Sogamoso,2019,38.23,"30,48"
Sogamoso,2020,42.73,"31,34"
Sogamoso,2021,37.19,"30,81"
Somondoco,2001,38.63,"30,61"
Somondoco,2002,37.09,"30,09"
Somondoco,2003,37.39,"28,91"
Somondoco,2004,37.39,"29,60"
Somondoco,2005,38.55,"28,68"
Somondoco,2006,35.73,"29,06"
Somondoco,2007,40.61,"29,35"
Somondoco,2008,37.71,"28,48"
Somondoco,2009,35.33,"28,93"
Somondoco,2010,38.13,"29,84"
Somondoco,2011,37.43,"27,87"
Somondoco,2012,34.15,"28,62"
Somondoco,2013,33.91,"28,41"
Somondoco,2014,36.65,"29,05"
Somondoco,2015,39.53,"29,08"
Somondoco,2016,39.19,"27,73"
Somondoco,2017,33.65,"27,88"
Somondoco,2018,35.81,"29,47"
Somondoco,2019,38.21,"28,95"
Somondoco,2020,38.93,"30,23"
Somondoco,2021,36.51,"28,98"
Sora,2001,37.25,"28,20"
Sora,2002,41.45,"28,35"
Sora,2003,36.15,"26,38"
Sora,2004,36.15,"26,48"
Sora,2005,36.69,"26,49"
Sora,2006,34.69,"25,27"
Sora,2007,36.21,"26,56"
Sora,2008,33.83,"24,87"
Sora,2009,34.85,"26,35"
Sora,2010,36.61,"26,41"
Sora,2011,33.11,"23,64"
Sora,2012,33.59,"25,67"
Sora,2013,36.97,"25,79"
Sora,2014,36.57,"27,22"
Sora,2015,38.41,"28,63"
Sora,2016,42.39,"27,15"
Sora,2017,36.29,"25,61"
Sora,2018,35.73,"28,44"
Sora,2019,34.41,"26,17"
Sora,2020,36.41,"27,66"
Sora,2021,35.75,"29,13"
Soracá,2001,38.79,"29,17"
Soracá,2002,41.33,"28,19"
Soracá,2003,39.71,"26,74"
Soracá,2004,39.71,"26,06"
Soracá,2005,39.77,"26,47"
Soracá,2006,35.31,"25,48"
Soracá,2007,38.51,"26,44"
Soracá,2008,38.99,"26,57"
Soracá,2009,36.31,"26,14"
Soracá,2010,39.93,"28,07"
Soracá,2011,34.41,"23,05"
Soracá,2012,34.05,"25,95"
Soracá,2013,39.21,"27,56"
Soracá,2014,41.41,"27,16"
Soracá,2015,39.43,"29,65"
Soracá,2016,45.53,"27,59"
Soracá,2017,38.17,"26,45"
Soracá,2018,40.87,"25,19"
Soracá,2019,38.55,"26,27"
Soracá,2020,39.31,"27,63"
Soracá,2021,35.47,"29,13"
Sotaquirá,2001,40.73,"28,51"
Sotaquirá,2002,40.99,"28,68"
Sotaquirá,2003,38.83,"26,79"
Sotaquirá,2004,38.83,"26,54"
Sotaquirá,2005,34.95,"26,34"
Sotaquirá,2006,34.69,"25,34"
Sotaquirá,2007,36.41,"25,95"
Sotaquirá,2008,34.49,"24,53"
Sotaquirá,2009,35.43,"26,23"
Sotaquirá,2010,38.63,"27,22"
Sotaquirá,2011,30.23,"23,52"
Sotaquirá,2012,33.53,"25,51"
Sotaquirá,2013,37.47,"26,89"
Sotaquirá,2014,38.31,"26,59"
Sotaquirá,2015,38.33,"29,03"
Sotaquirá,2016,44.71,"27,58"
Sotaquirá,2017,34.23,"24,59"
Sotaquirá,2018,35.97,"25,55"
Sotaquirá,2019,34.81,"27,27"
Sotaquirá,2020,37.93,"27,60"
Sotaquirá,2021,32.93,"27,61"
Susacón,2001,44.49,"34,24"
Susacón,2002,45.57,"34,98"
Susacón,2003,43.17,"32,91"
Susacón,2004,43.17,"32,06"
Susacón,2005,43.11,"32,75"
Susacón,2006,42.51,"31,15"
Susacón,2007,42.55,"32,99"
Susacón,2008,40.19,"32,21"
Susacón,2009,43.97,"32,98"
Susacón,2010,44.37,"30,74"
Susacón,2011,39.97,"29,32"
Susacón,2012,41.47,"31,59"
Susacón,2013,43.97,"32,40"
Susacón,2014,44.59,"31,88"
Susacón,2015,44.95,"33,66"
Susacón,2016,45.93,"33,65"
Susacón,2017,40.99,"31,08"
Susacón,2018,42.53,"24,71"
Susacón,2019,42.35,"31,49"
Susacón,2020,43.37,"33,22"
Susacón,2021,41.45,"31,50"
Sutamarchán,2001,42.73,"32,55"
Sutamarchán,2002,43.71,"32,33"
Sutamarchán,2003,43.63,"31,15"
Sutamarchán,2004,43.63,"30,53"
Sutamarchán,2005,39.69,"29,90"
Sutamarchán,2006,39.39,"29,97"
Sutamarchán,2007,38.09,"30,26"
Sutamarchán,2008,40.11,"27,91"
Sutamarchán,2009,39.83,"29,29"
Sutamarchán,2010,38.03,"29,46"
Sutamarchán,2011,37.93,"27,48"
Sutamarchán,2012,40.59,"29,90"
Sutamarchán,2013,40.13,"29,75"
Sutamarchán,2014,38.89,"30,01"
Sutamarchán,2015,42.03,"32,09"
Sutamarchán,2016,44.99,"31,60"
Sutamarchán,2017,38.15,"29,31"
Sutamarchán,2018,39.19,"31,59"
Sutamarchán,2019,38.41,"30,29"
Sutamarchán,2020,38.53,"29,36"
Sutamarchán,2021,36.93,"29,87"
Sutatenza,2001,40.15,"30,48"
Sutatenza,2002,36.91,"30,43"
Sutatenza,2003,37.15,"29,20"
Sutatenza,2004,37.15,"29,63"
Sutatenza,2005,38.47,"28,68"
Sutatenza,2006,35.99,"29,17"
Sutatenza,2007,43.07,"28,99"
Sutatenza,2008,39.11,"29,16"
Sutatenza,2009,36.49,"29,31"
Sutatenza,2010,38.69,"30,24"
Sutatenza,2011,37.21,"28,06"
Sutatenza,2012,34.01,"28,69"
Sutatenza,2013,35.91,"28,53"
Sutatenza,2014,37.69,"29,46"
Sutatenza,2015,39.85,"29,35"
Sutatenza,2016,39.49,"28,23"
Sutatenza,2017,35.03,"28,36"
Sutatenza,2018,35.25,"28,49"
Sutatenza,2019,38.29,"29,15"
Sutatenza,2020,39.13,"30,24"
Sutatenza,2021,36.59,"30,01"
Tasco,2001,40.25,"29,49"
Tasco,2002,40.69,"29,20"
Tasco,2003,39.29,"28,61"
Tasco,2004,39.29,"28,19"
Tasco,2005,38.83,"27,72"
Tasco,2006,38.69,"27,12"
Tasco,2007,38.25,"28,49"
Tasco,2008,37.59,"26,84"
Tasco,2009,37.81,"27,29"
Tasco,2010,39.25,"27,79"
Tasco,2011,34.07,"24,50"
Tasco,2012,35.95,"27,56"
Tasco,2013,38.45,"28,64"
Tasco,2014,39.17,"28,53"
Tasco,2015,41.41,"30,31"
Tasco,2016,41.09,"28,84"
Tasco,2017,33.99,"25,75"
Tasco,2018,35.37,"26,32"
Tasco,2019,37.49,"26,26"
Tasco,2020,36.05,"27,56"
Tasco,2021,36.33,"28,73"
Tenza,2001,39.91,"28,25"
Tenza,2002,37.95,"28,64"
Tenza,2003,35.77,"28,29"
Tenza,2004,35.77,"28,52"
Tenza,2005,37.83,"27,73"
Tenza,2006,34.45,"27,66"
